group_name,dataset_group,num_promoters,num_comparisons,similarity_score,correlation_score,similarity_category,correlation_category,size_adjustment_factor,comparison_weight,std_adjustment_factor,correlation_adjustment_factor,similarity_std,mean_proximal_similarity,mean_distal_similarity,correlation_std,mean_proximal_correlation,mean_distal_correlation,num_tfbs_types_found,status,error_msg
RANDOM_MGC_1071,Random,3,3,54.06,39.43,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,3.21,0.521,0.587,23.52,0.3,0.615,23.0,success,
RANDOM_MGC_1068,Random,4,6,55.42,58.54,High Similarity,High Correlation,0.96,0.95,1.0,0.9,11.85,0.548,0.569,20.65,0.536,0.701,23.0,success,
RANDOM_MGC_1072,Random,4,6,49.54,66.59,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,3.63,0.516,0.447,12.75,0.759,0.448,25.0,success,
RANDOM_MGC_1069,Random,5,10,56.5,59.13,High Similarity,High Correlation,1.0,1.0,1.0,1.0,10.81,0.522,0.666,12.02,0.542,0.707,26.0,success,
RANDOM_MGC_1075,Random,3,3,49.22,64.09,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,4.15,0.493,0.49,14.31,0.564,0.819,21.0,success,
RANDOM_MGC_1073,Random,5,10,54.71,51.83,High Similarity,High Correlation,1.0,1.0,1.0,1.0,5.32,0.521,0.607,7.34,0.463,0.647,25.0,success,
RANDOM_MGC_1074,Random,5,10,48.44,59.79,Moderate Similarity,High Correlation,1.0,1.0,1.0,0.95,8.03,0.457,0.549,18.83,0.604,0.584,25.0,success,
RANDOM_MGC_1077,Random,3,3,57.4,60.91,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.22,0.527,0.684,11.4,0.667,0.473,25.0,success,
RANDOM_MGC_1078,Random,3,3,45.31,53.77,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,6.81,0.429,0.508,11.4,0.468,0.7,23.0,success,
RANDOM_MGC_1076,Random,5,10,50.62,67.3,High Similarity,High Correlation,1.0,1.0,1.0,1.0,10.29,0.464,0.605,11.57,0.661,0.702,26.0,success,
RANDOM_MGC_1081,Random,3,3,52.05,60.19,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.47,0.501,0.566,9.82,0.649,0.491,23.0,success,
RANDOM_MGC_1079,Random,4,6,55.33,43.54,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,13.45,0.537,0.592,16.56,0.401,0.515,24.0,success,
RANDOM_MGC_1082,Random,4,6,54.64,45.93,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,5.28,0.535,0.574,27.43,0.462,0.452,23.0,success,
RANDOM_MGC_1080,Random,6,15,53.29,52.03,High Similarity,High Correlation,0.967,1.0,1.0,0.95,8.3,0.53,0.539,17.65,0.427,0.738,23.0,success,
RANDOM_MGC_1085,Random,3,3,48.72,62.12,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,7.33,0.463,0.544,11.07,0.591,0.692,24.0,success,
RANDOM_MGC_1084,Random,3,3,48.19,46.12,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,6.96,0.448,0.561,17.15,0.325,0.778,23.0,success,
RANDOM_MGC_1086,Random,3,3,56.57,61.63,High Similarity,High Correlation,0.92,0.85,1.0,1.0,11.42,0.546,0.612,14.61,0.512,0.86,24.0,success,
RANDOM_MGC_1087,Random,3,3,45.47,39.41,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.06,0.433,0.505,11.52,0.433,0.303,22.0,success,
RANDOM_MGC_1088,Random,3,3,53.59,61.59,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.09,0.543,0.519,8.21,0.695,0.43,20.0,success,
RANDOM_MGC_1089,Random,3,3,64.56,42.9,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,6.76,0.627,0.689,22.44,0.343,0.629,21.0,success,
RANDOM_MGC_1090,Random,4,6,52.83,53.76,High Similarity,High Correlation,0.96,0.95,1.0,0.95,12.6,0.552,0.472,15.43,0.538,0.537,22.0,success,
RANDOM_MGC_1791,Random,18,153,54.16,67.8,High Similarity,High Correlation,0.856,1.0,1.0,1.0,8.9,0.522,0.588,9.68,0.649,0.745,28.0,success,
RANDOM_MGC_1083,Random,7,21,58.44,52.77,High Similarity,High Correlation,0.943,1.0,1.0,0.95,7.2,0.577,0.602,18.06,0.516,0.554,27.0,success,
RANDOM_MGC_1093,Random,3,3,52.7,33.83,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,10.18,0.552,0.469,24.07,0.274,0.489,20.0,success,
RANDOM_MGC_1092,Random,3,3,53.47,48.68,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,7.57,0.519,0.57,18.8,0.414,0.656,23.0,success,
RANDOM_MGC_1091,Random,5,10,48.21,52.31,Moderate Similarity,High Correlation,1.0,1.0,1.0,1.0,10.44,0.481,0.486,9.74,0.519,0.533,27.0,success,
RANDOM_MGC_1094,Random,3,3,51.94,73.79,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,7.8,0.528,0.5,4.94,0.745,0.72,25.0,success,
RANDOM_MGC_1095,Random,3,3,57.86,74.18,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.14,0.546,0.655,9.91,0.703,0.834,22.0,success,
RANDOM_MGC_1096,Random,3,3,54.62,64.61,High Similarity,High Correlation,0.92,0.85,1.0,1.0,8.35,0.486,0.686,5.67,0.634,0.675,25.0,success,
RANDOM_MGC_1097,Random,3,3,56.91,73.68,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.15,0.539,0.638,4.76,0.721,0.773,21.0,success,
RANDOM_MGC_1099,Random,3,3,54.35,69.32,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.2,0.585,0.446,10.52,0.754,0.552,26.0,success,
RANDOM_MGC_1100,Random,3,3,51.24,53.04,High Similarity,High Correlation,0.92,0.85,1.0,0.95,4.83,0.525,0.483,15.41,0.477,0.655,26.0,success,
RANDOM_MGC_1102,Random,3,3,51.55,43.73,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,1.38,0.533,0.474,15.62,0.34,0.664,24.0,success,
RANDOM_MGC_1104,Random,3,3,59.96,88.63,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.08,0.561,0.689,2.94,0.885,0.888,19.0,success,
RANDOM_MGC_1098,Random,6,15,55.78,54.32,High Similarity,High Correlation,0.967,1.0,1.0,0.9,8.09,0.544,0.589,23.56,0.518,0.601,25.0,success,
RANDOM_MGC_1101,Random,5,10,55.16,52.68,High Similarity,High Correlation,1.0,1.0,1.0,0.95,8.27,0.522,0.621,15.24,0.422,0.77,22.0,success,
RANDOM_MGC_1103,Random,4,6,53.29,59.53,High Similarity,High Correlation,0.96,0.95,1.0,0.95,8.27,0.547,0.5,16.49,0.668,0.426,21.0,success,
RANDOM_MGC_1106,Random,3,3,53.62,58.55,High Similarity,High Correlation,0.92,0.85,1.0,1.0,11.95,0.51,0.598,10.2,0.627,0.489,20.0,success,
RANDOM_MGC_1105,Random,4,6,53.17,52.29,High Similarity,High Correlation,0.96,0.95,1.0,0.95,10.01,0.545,0.5,17.07,0.475,0.634,28.0,success,
RANDOM_MGC_1108,Random,3,3,42.06,26.57,Moderate Similarity,Low Correlation,0.92,0.85,1.0,1.0,11.89,0.417,0.43,2.38,0.238,0.329,22.0,success,
RANDOM_MGC_1107,Random,4,6,54.71,49.03,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,11.5,0.561,0.514,12.57,0.444,0.598,25.0,success,
RANDOM_MGC_1110,Random,3,3,48.0,55.23,Moderate Similarity,High Correlation,0.92,0.85,1.0,0.9,3.22,0.416,0.629,21.13,0.592,0.459,20.0,success,
RANDOM_MGC_1111,Random,3,3,58.32,72.48,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,3.1,0.53,0.708,7.98,0.717,0.744,20.0,success,
RANDOM_MGC_1109,Random,6,15,54.55,55.02,High Similarity,High Correlation,0.967,1.0,1.0,0.95,8.42,0.51,0.629,17.06,0.486,0.7,28.0,success,
RANDOM_MGC_1113,Random,4,6,54.28,65.31,High Similarity,High Correlation,0.96,0.95,1.0,1.0,10.1,0.526,0.581,12.6,0.598,0.781,24.0,success,
RANDOM_MGC_1116,Random,4,6,48.98,53.83,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.95,7.96,0.449,0.586,19.19,0.522,0.576,23.0,success,
RANDOM_MGC_1115,Random,4,6,60.35,70.71,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,7.7,0.572,0.677,7.66,0.695,0.735,24.0,success,
RANDOM_MGC_1112,Random,6,15,53.77,46.21,High Similarity,Moderate Correlation,0.967,1.0,1.0,1.0,9.53,0.544,0.523,11.75,0.454,0.48,24.0,success,
RANDOM_MGC_1117,Random,3,3,59.59,64.49,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.14,0.535,0.739,11.54,0.647,0.64,20.0,success,
RANDOM_MGC_1114,Random,6,15,65.15,58.8,High Similarity,High Correlation,0.967,1.0,1.0,1.0,7.13,0.636,0.689,14.58,0.561,0.651,21.0,success,
RANDOM_MGC_1120,Random,3,3,56.83,64.82,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.44,0.634,0.416,6.31,0.627,0.698,23.0,success,
RANDOM_MGC_1119,Random,4,6,45.5,46.75,Moderate Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,11.33,0.417,0.544,25.55,0.415,0.591,24.0,success,
RANDOM_MGC_1121,Random,3,3,65.95,55.65,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.79,0.706,0.55,9.99,0.527,0.626,23.0,success,
RANDOM_MGC_1118,Random,5,10,50.35,54.93,High Similarity,High Correlation,1.0,1.0,1.0,0.95,7.66,0.508,0.492,15.44,0.597,0.437,26.0,success,
RANDOM_MGC_1123,Random,3,3,54.76,78.61,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,6.6,0.515,0.624,5.1,0.726,0.926,24.0,success,
RANDOM_MGC_1122,Random,4,6,61.7,54.84,High Similarity,High Correlation,0.96,0.95,1.0,1.0,5.42,0.616,0.62,13.81,0.596,0.438,23.0,success,
RANDOM_MGC_1124,Random,3,3,54.82,57.91,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.39,0.525,0.601,3.45,0.61,0.506,22.0,success,
RANDOM_MGC_1127,Random,3,3,46.83,60.93,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,8.8,0.426,0.568,10.61,0.5,0.864,24.0,success,
RANDOM_MGC_1125,Random,4,6,62.02,72.31,High Similarity,Very High Correlation,0.96,0.95,1.0,1.0,7.66,0.645,0.562,7.3,0.758,0.641,24.0,success,
RANDOM_MGC_1126,Random,4,6,46.38,55.6,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,4.6,0.458,0.477,14.37,0.511,0.661,25.0,success,
RANDOM_MGC_1129,Random,4,6,57.92,58.96,High Similarity,High Correlation,0.96,0.95,1.0,1.0,12.09,0.619,0.487,12.61,0.641,0.469,24.0,success,
RANDOM_MGC_1130,Random,3,3,60.87,34.14,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,9.36,0.586,0.661,17.02,0.351,0.319,24.0,success,
RANDOM_MGC_1128,Random,5,10,50.08,57.4,High Similarity,High Correlation,1.0,1.0,1.0,0.9,8.11,0.499,0.505,21.39,0.601,0.511,26.0,success,
RANDOM_MGC_1132,Random,3,3,58.15,61.46,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.39,0.555,0.642,1.68,0.599,0.652,25.0,success,
RANDOM_MGC_1134,Random,3,3,67.11,69.51,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.45,0.72,0.558,5.27,0.712,0.655,22.0,success,
RANDOM_MGC_1133,Random,4,6,49.65,58.98,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.95,11.55,0.476,0.543,17.1,0.556,0.669,22.0,success,
RANDOM_MGC_1135,Random,3,3,52.36,66.35,High Similarity,High Correlation,0.92,0.85,1.0,0.95,13.85,0.524,0.522,15.57,0.741,0.483,20.0,success,
RANDOM_MGC_1131,Random,5,10,56.39,58.57,High Similarity,High Correlation,1.0,1.0,1.0,1.0,6.04,0.56,0.572,8.86,0.585,0.586,27.0,success,
RANDOM_MGC_1136,Random,4,6,53.45,61.85,High Similarity,High Correlation,0.96,0.95,1.0,0.95,6.13,0.512,0.586,16.59,0.526,0.834,26.0,success,
RANDOM_MGC_1137,Random,3,3,45.69,50.67,Moderate Similarity,High Correlation,0.92,0.85,0.95,1.0,16.53,0.471,0.425,14.8,0.507,0.505,23.0,success,
RANDOM_MGC_1139,Random,3,3,53.42,62.38,High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.1,0.508,0.595,18.52,0.553,0.788,22.0,success,
RANDOM_MGC_1140,Random,3,3,46.72,77.94,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.33,0.478,0.442,9.19,0.815,0.697,21.0,success,
RANDOM_MGC_1138,Random,4,6,51.67,51.28,High Similarity,High Correlation,0.96,0.95,1.0,0.95,5.76,0.474,0.616,17.51,0.443,0.677,26.0,success,
RANDOM_MGC_1142,Random,3,3,47.08,51.94,Moderate Similarity,High Correlation,0.92,0.85,1.0,1.0,12.11,0.418,0.594,9.68,0.495,0.575,22.0,success,
RANDOM_MGC_1143,Random,3,3,62.25,54.17,High Similarity,High Correlation,0.92,0.85,1.0,1.0,3.94,0.632,0.599,6.94,0.455,0.743,22.0,success,
RANDOM_MGC_1141,Random,4,6,55.31,40.89,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,12.59,0.555,0.548,19.06,0.368,0.505,21.0,success,
RANDOM_MGC_1144,Random,3,3,53.72,55.8,High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.1,0.488,0.653,16.12,0.489,0.718,22.0,success,
RANDOM_MGC_1145,Random,3,3,60.53,70.24,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,11.6,0.594,0.631,4.55,0.65,0.824,22.0,success,
RANDOM_MGC_1146,Random,3,3,43.6,40.65,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,8.98,0.376,0.575,24.78,0.462,0.278,23.0,success,
RANDOM_MGC_1148,Random,3,3,51.43,61.2,High Similarity,High Correlation,0.92,0.85,1.0,1.0,1.19,0.462,0.637,13.44,0.652,0.518,24.0,success,
RANDOM_MGC_1150,Random,3,3,51.78,49.38,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,4.22,0.508,0.541,18.4,0.468,0.554,25.0,success,
RANDOM_MGC_1147,Random,4,6,47.56,67.07,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,7.57,0.447,0.543,7.46,0.691,0.623,25.0,success,
RANDOM_MGC_1149,Random,4,6,53.37,51.04,High Similarity,High Correlation,0.96,0.95,1.0,1.0,4.91,0.541,0.516,13.23,0.413,0.738,26.0,success,
RANDOM_MGC_1151,Random,4,6,49.57,58.22,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,12.34,0.474,0.547,7.35,0.522,0.723,26.0,success,
RANDOM_MGC_1152,Random,3,3,56.92,58.47,High Similarity,High Correlation,0.92,0.85,1.0,0.95,4.81,0.609,0.477,16.55,0.603,0.542,22.0,success,
RANDOM_MGC_1154,Random,3,3,51.56,72.7,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,12.4,0.458,0.651,14.23,0.753,0.665,26.0,success,
RANDOM_MGC_1153,Random,4,6,53.85,60.66,High Similarity,High Correlation,0.96,0.95,1.0,1.0,9.14,0.486,0.661,13.55,0.547,0.746,23.0,success,
RANDOM_MGC_1156,Random,3,3,51.11,70.25,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.75,0.415,0.735,5.27,0.636,0.858,22.0,success,
RANDOM_MGC_1155,Random,4,6,53.84,56.91,High Similarity,High Correlation,0.96,0.95,1.0,0.95,7.8,0.528,0.563,15.14,0.585,0.531,24.0,success,
RANDOM_MGC_1157,Random,3,3,61.87,51.77,High Similarity,High Correlation,0.92,0.85,1.0,1.0,4.49,0.638,0.574,9.21,0.437,0.707,24.0,success,
RANDOM_MGC_1158,Random,3,3,50.99,42.54,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,1.6,0.489,0.559,31.08,0.275,0.777,23.0,success,
RANDOM_MGC_1161,Random,3,3,71.26,70.45,Very High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,5.24,0.717,0.703,9.81,0.698,0.72,21.0,success,
RANDOM_MGC_1162,Random,3,3,52.78,61.25,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.57,0.488,0.622,12.52,0.566,0.722,24.0,success,
RANDOM_MGC_1163,Random,3,3,69.9,36.71,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,5.62,0.676,0.752,21.35,0.315,0.489,20.0,success,
RANDOM_MGC_1159,Random,5,10,51.93,62.13,High Similarity,High Correlation,1.0,1.0,1.0,0.95,9.2,0.498,0.57,15.28,0.593,0.688,24.0,success,
RANDOM_MGC_1160,Random,5,10,64.51,67.26,High Similarity,High Correlation,1.0,1.0,1.0,1.0,4.8,0.6,0.751,11.89,0.686,0.642,25.0,success,
RANDOM_MGC_1164,Random,4,6,47.77,51.97,Moderate Similarity,High Correlation,0.96,0.95,1.0,0.9,8.98,0.495,0.437,20.73,0.484,0.604,26.0,success,
RANDOM_MGC_1166,Random,3,3,68.57,41.06,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,8.2,0.742,0.554,17.25,0.318,0.627,20.0,success,
RANDOM_MGC_1165,Random,4,6,50.75,56.57,High Similarity,High Correlation,0.96,0.95,1.0,1.0,9.42,0.494,0.539,10.99,0.577,0.539,25.0,success,
RANDOM_MGC_955,Random,3,3,61.15,43.89,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,7.64,0.584,0.676,14.23,0.43,0.46,21.0,success,
RANDOM_MGC_956,Random,3,3,46.18,37.48,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,10.12,0.464,0.456,18.15,0.269,0.622,21.0,success,
RANDOM_MGC_958,Random,3,3,62.15,35.37,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,1.36,0.642,0.575,20.24,0.179,0.762,23.0,success,
RANDOM_MGC_957,Random,4,6,58.87,60.89,High Similarity,High Correlation,0.96,0.95,1.0,1.0,6.35,0.576,0.618,12.98,0.584,0.668,23.0,success,
RANDOM_MGC_959,Random,3,3,51.99,45.01,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,1.73,0.489,0.592,19.49,0.402,0.563,23.0,success,
RANDOM_MGC_960,Random,3,3,54.3,34.01,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,4.22,0.489,0.669,12.66,0.347,0.324,23.0,success,
RANDOM_MGC_962,Random,4,6,51.49,53.35,High Similarity,High Correlation,0.96,0.95,1.0,0.95,6.03,0.532,0.475,16.25,0.537,0.526,22.0,success,
RANDOM_MGC_961,Random,4,6,58.77,43.1,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,9.4,0.608,0.541,15.9,0.348,0.626,25.0,success,
RANDOM_MGC_964,Random,3,3,69.87,50.7,High Similarity,High Correlation,0.92,0.85,1.0,0.95,7.02,0.77,0.532,15.12,0.487,0.555,22.0,success,
RANDOM_MGC_963,Random,4,6,50.16,39.62,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,11.21,0.479,0.554,17.51,0.328,0.556,23.0,success,
RANDOM_MGC_966,Random,3,3,48.57,46.26,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,4.47,0.456,0.555,17.46,0.449,0.495,24.0,success,
RANDOM_MGC_968,Random,3,3,65.81,59.92,High Similarity,High Correlation,0.92,0.85,1.0,0.95,9.55,0.637,0.708,18.53,0.532,0.757,22.0,success,
RANDOM_MGC_965,Random,5,10,59.02,38.0,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.95,6.14,0.56,0.662,15.01,0.312,0.54,26.0,success,
RANDOM_MGC_969,Random,3,3,49.33,38.85,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,7.72,0.486,0.51,0.48,0.371,0.43,25.0,success,
RANDOM_MGC_970,Random,3,3,42.34,44.12,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,14.24,0.406,0.463,20.8,0.249,0.89,24.0,success,
RANDOM_MGC_967,Random,4,6,50.42,50.35,High Similarity,High Correlation,0.96,0.95,1.0,1.0,4.43,0.443,0.647,10.57,0.554,0.386,23.0,success,
RANDOM_MGC_971,Random,3,3,46.77,47.45,Moderate Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,5.38,0.514,0.36,16.83,0.527,0.351,20.0,success,
RANDOM_MGC_972,Random,3,3,54.51,71.6,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,8.39,0.498,0.656,12.11,0.745,0.649,20.0,success,
RANDOM_MGC_975,Random,3,3,52.48,57.94,High Similarity,High Correlation,0.92,0.85,1.0,0.95,10.7,0.437,0.729,17.7,0.647,0.422,26.0,success,
RANDOM_MGC_976,Random,3,3,55.44,62.67,High Similarity,High Correlation,0.92,0.85,1.0,1.0,5.42,0.538,0.592,12.25,0.722,0.405,23.0,success,
RANDOM_MGC_974,Random,4,6,50.39,46.24,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,4.32,0.527,0.45,20.82,0.48,0.422,26.0,success,
RANDOM_MGC_973,Random,5,10,54.88,63.49,High Similarity,High Correlation,1.0,1.0,1.0,0.95,8.22,0.528,0.598,18.19,0.58,0.764,28.0,success,
RANDOM_MGC_978,Random,3,3,57.06,58.12,High Similarity,High Correlation,0.92,0.85,1.0,0.95,8.41,0.559,0.598,18.82,0.511,0.745,24.0,success,
RANDOM_MGC_979,Random,3,3,56.51,52.3,High Similarity,High Correlation,0.92,0.85,1.0,0.95,3.86,0.561,0.574,17.53,0.374,0.872,22.0,success,
RANDOM_MGC_980,Random,3,3,52.73,52.19,High Similarity,High Correlation,0.92,0.85,1.0,0.9,8.33,0.498,0.595,20.03,0.567,0.416,19.0,success,
RANDOM_MGC_977,Random,5,10,58.31,66.68,High Similarity,High Correlation,1.0,1.0,1.0,0.95,7.04,0.58,0.592,18.33,0.636,0.738,24.0,success,
RANDOM_MGC_981,Random,3,3,58.77,52.9,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.96,0.613,0.529,7.0,0.441,0.734,23.0,success,
RANDOM_MGC_982,Random,3,3,52.92,63.58,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.39,0.51,0.575,5.65,0.611,0.695,22.0,success,
RANDOM_MGC_984,Random,3,3,57.96,38.86,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.95,6.45,0.576,0.587,19.64,0.311,0.57,23.0,success,
RANDOM_MGC_983,Random,3,3,51.9,44.41,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,4.69,0.502,0.559,13.91,0.401,0.546,26.0,success,
RANDOM_MGC_987,Random,3,3,37.92,50.51,Moderate Similarity,High Correlation,0.92,0.85,1.0,0.9,8.99,0.342,0.467,22.58,0.458,0.614,25.0,success,
RANDOM_MGC_985,Random,4,6,54.73,52.79,High Similarity,High Correlation,0.96,0.95,1.0,1.0,8.13,0.492,0.677,12.33,0.469,0.666,25.0,success,
RANDOM_MGC_986,Random,4,6,54.18,55.47,High Similarity,High Correlation,0.96,0.95,1.0,0.9,5.19,0.505,0.628,21.41,0.582,0.492,22.0,success,
RANDOM_MGC_988,Random,3,3,53.96,70.66,High Similarity,Very High Correlation,0.92,0.85,1.0,1.0,4.51,0.533,0.554,12.47,0.663,0.808,22.0,success,
RANDOM_MGC_992,Random,3,3,58.2,62.41,High Similarity,High Correlation,0.92,0.85,1.0,0.95,12.9,0.495,0.786,17.29,0.622,0.629,24.0,success,
RANDOM_MGC_991,Random,4,6,58.61,50.27,High Similarity,High Correlation,0.96,0.95,1.0,0.95,5.58,0.568,0.629,15.25,0.49,0.532,22.0,success,
RANDOM_MGC_993,Random,3,3,61.08,62.26,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.57,0.556,0.74,9.08,0.705,0.429,22.0,success,
RANDOM_MGC_989,Random,5,10,58.6,44.1,High Similarity,Moderate Correlation,1.0,1.0,1.0,0.95,4.23,0.594,0.567,16.1,0.357,0.638,25.0,success,
RANDOM_MGC_994,Random,4,6,53.78,43.26,High Similarity,Moderate Correlation,0.96,0.95,1.0,1.0,7.17,0.531,0.555,9.36,0.443,0.408,25.0,success,
RANDOM_MGC_997,Random,3,3,62.23,66.12,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.11,0.587,0.705,12.98,0.782,0.379,23.0,success,
RANDOM_MGC_995,Random,4,6,53.4,49.62,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.9,0.518,0.571,19.71,0.366,0.8,26.0,success,
RANDOM_MGC_996,Random,4,6,56.72,57.76,High Similarity,High Correlation,0.96,0.95,1.0,0.9,8.63,0.519,0.68,20.54,0.511,0.734,23.0,success,
RANDOM_MGC_999,Random,3,3,49.73,70.72,Moderate Similarity,Very High Correlation,0.92,0.85,1.0,1.0,4.74,0.415,0.69,2.17,0.694,0.739,24.0,success,
RANDOM_MGC_990,Random,7,21,59.37,49.68,High Similarity,Moderate Correlation,0.943,1.0,1.0,1.0,7.19,0.594,0.593,14.63,0.505,0.479,27.0,success,
RANDOM_MGC_998,Random,4,6,61.32,41.12,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.9,12.22,0.57,0.714,22.49,0.357,0.538,19.0,success,
RANDOM_MGC_1001,Random,3,3,52.12,64.29,High Similarity,High Correlation,0.92,0.85,1.0,1.0,6.89,0.516,0.534,10.01,0.721,0.46,25.0,success,
RANDOM_MGC_1004,Random,3,3,54.92,47.58,High Similarity,Moderate Correlation,0.92,0.85,1.0,0.9,5.91,0.603,0.423,35.51,0.429,0.585,21.0,success,
RANDOM_MGC_1000,Random,4,6,60.23,55.5,High Similarity,High Correlation,0.96,0.95,1.0,0.95,9.4,0.591,0.629,15.26,0.515,0.648,25.0,success,
RANDOM_MGC_1003,Random,4,6,53.87,52.38,High Similarity,High Correlation,0.96,0.95,1.0,1.0,6.52,0.516,0.592,14.45,0.417,0.772,23.0,success,
RANDOM_MGC_1005,Random,4,6,47.86,64.7,Moderate Similarity,High Correlation,0.96,0.95,1.0,1.0,7.44,0.46,0.521,7.03,0.615,0.721,22.0,success,
RANDOM_MGC_1002,Random,5,10,39.08,41.48,Moderate Similarity,Moderate Correlation,1.0,1.0,1.0,0.9,9.56,0.315,0.568,20.32,0.354,0.557,25.0,success,
RANDOM_MGC_1006,Random,3,3,60.9,57.24,High Similarity,High Correlation,0.92,0.85,1.0,1.0,2.42,0.641,0.534,13.03,0.577,0.562,20.0,success,
RANDOM_MGC_1008,Random,3,3,54.82,58.61,High Similarity,High Correlation,0.92,0.85,1.0,1.0,7.8,0.574,0.489,9.82,0.57,0.624,19.0,success,
RANDOM_MGC_1009,Random,3,3,52.65,39.84,High Similarity,Moderate Correlation,0.92,0.85,1.0,1.0,5.33,0.535,0.507,11.59,0.391,0.416,24.0,success,
RANDOM_MGC_1007,Random,4,6,55.44,67.63,High Similarity,High Correlation,0.96,0.95,1.0,1.0,8.43,0.546,0.574,8.95,0.678,0.672,24.0,success,
RANDOM_MGC_1011,Random,4,6,56.09,46.4,High Similarity,Moderate Correlation,0.96,0.95,1.0,0.95,7.67,0.51,0.68,15.41,0.383,0.653,24.0,success,
RANDOM_MGC_1010,Random,5,10,59.14,73.5,High Similarity,Very High Correlation,1.0,1.0,1.0,1.0,5.28,0.611,0.545,2.07,0.73,0.747,23.0,success,
